country,state,city,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,AQI,AQI_Bucket,Temperature_C,Humidity_%,Wind_Speed_kmh
India,Mizoram,Jhunjhunu,NO2,12.8,68.7,52.1,52,Moderate,21.7,37.9,4.8
India,Odisha,Silchar,NH3,158,381.8,255.9,252,Very Unhealthy,16.7,42.7,22.8
India,Kerala,Khurja,PM10,15.8,355.5,19.7,13,Good,33.9,42.5,10.4
India,Sikkim,Dholpur,NH3,0.8,155.5,40.7,45,Good,34.5,57.6,27.1
India,Rajasthan,Tonk,OZONE,9.8,187,38.7,21,Good,28.3,39.4,26.8
India,West Bengal,Sagar,OZONE,51,110.1,56.1,98,Moderate,29.5,69.1,10.5
India,Meghalaya,Siwan,SO2,184.6,340.6,265.2,278,Very Unhealthy,27.7,69,0.2
India,Assam,Katni,NO2,9.9,167.7,42.1,27,Good,21.4,46.4,25.2
India,Odisha,Dausa,CO,90.5,391.2,127,148,Unhealthy for Sensitive Groups,31.3,66.4,10
India,Karnataka,Sirohi,PM10,26.7,248.6,190.5,154,Unhealthy,20.1,41.6,11.9
India,Uttar Pradesh,Dombivli,NO2,149.5,261.9,206.8,271,Very Unhealthy,31.7,85.3,24
India,Bihar,Boisar,NH3,15,385.2,228.7,272,Very Unhealthy,17.6,59.6,16
India,Haryana,Bengaluru,PM2.5,180.5,408.1,191.3,190,Unhealthy,26.4,81.8,27.5
India,Himachal Pradesh,Rishikesh,CO,96.5,421.6,163.9,151,Unhealthy,15.6,61.5,4.7
India,Uttar Pradesh,Bettiah,CO,13,456.2,217.3,232,Very Unhealthy,15.4,44.1,15
India,Assam,Thoothukudi,PM2.5,7.3,315.4,99.6,97,Moderate,20.2,44.4,4.9
India,Maharashtra,Barrackpore,PM10,127.4,200,133.6,129,Unhealthy for Sensitive Groups,24.4,34,26
India,Mizoram,Tirupati,NO2,83.9,156.4,152.9,156,Unhealthy,33.1,60.8,0.8
India,Jammu and Kashmir,Ludhiana,PM10,87.2,374.2,179.8,187,Unhealthy,38.1,59.2,27.7
India,Odisha,Faridabad,NH3,59.1,224,133.6,142,Unhealthy for Sensitive Groups,33.2,70.2,16.7
India,Kerala,Rajsamand,OZONE,133.4,401.7,201.9,253,Very Unhealthy,15.7,36.4,24.8
India,Gujarat,Karwar,PM2.5,9.9,196.3,23.5,18,Good,18.4,88.1,17.6
India,Mizoram,Sawai Madhopur,PM10,109.2,207.6,178.9,185,Unhealthy,24.9,47.6,1.3
India,Nagaland,Mahad,PM2.5,44.7,415.3,52.8,80,Moderate,22.8,48.9,15.5
India,Chandigarh,Ballabgarh,OZONE,182.1,213.6,200.3,383,Hazardous,16.7,72.1,16.8
India,Delhi,Haldia,SO2,0.2,179.7,5.1,10,Good,30.9,34.8,28.4
India,Meghalaya,Karauli,CO,2.2,415.1,12.5,46,Good,22.5,74.7,29.2
India,Chandigarh,Moradabad,SO2,1.4,376.5,46.7,37,Good,33.9,77.3,8
India,Meghalaya,Baran,PM2.5,5.7,312.8,22.3,39,Good,26.9,38.5,10
India,Puducherry,Ballabgarh,SO2,2.2,431.4,8,33,Good,19.3,49.5,23.8
India,Mizoram,Asansol,NO2,85.8,372.7,252.7,233,Very Unhealthy,31.4,72.4,10.5
India,Madhya Pradesh,Bhilai,OZONE,63.1,466.4,97.4,88,Moderate,23.3,47.4,13.5
India,Assam,Buxar,CO,132.8,254.9,251.5,273,Very Unhealthy,32.6,30.5,27.7
India,Gujarat,Kollam,PM10,31.5,385.9,34.8,7,Good,18.7,33,29.5
India,Gujarat,Naharlagun,NO2,216.4,458.2,246.6,287,Very Unhealthy,34.3,56,9
India,Chhattisgarh,Khairthal,CO,118.2,284.8,154.2,154,Unhealthy,17,88.1,26
India,Karnataka,Vijayapura,SO2,186.6,479.5,214.5,207,Very Unhealthy,28.9,50.9,28.3
India,Puducherry,Virar,NH3,110.6,319.3,171.8,159,Unhealthy,34.5,93.6,15.8
India,Puducherry,Khanna,OZONE,14.8,268.7,24.1,19,Good,30.4,42.6,23.4
India,Kerala,Prayagraj,NH3,126.4,338.8,145.6,145,Unhealthy for Sensitive Groups,27.5,34.4,18.4
India,Uttarakhand,Jorapokhar,NH3,189.9,407.2,232.9,222,Very Unhealthy,39.7,56.7,13.2
India,Bihar,Baddi,NO2,44.3,355.6,51.7,95,Moderate,20.5,55.7,13.3
India,Uttarakhand,Rajgir,PM2.5,61.2,379.9,246.8,265,Very Unhealthy,31.8,90,11.5
India,Arunachal Pradesh,Nagpur,PM10,194.4,491.6,256.8,211,Very Unhealthy,21.7,55.6,8.2
India,Himachal Pradesh,Brajrajnagar,NO2,34.6,379.8,246.8,220,Very Unhealthy,22.6,42.7,6.4
India,Rajasthan,Karnal,PM2.5,35.4,266.7,225.9,249,Very Unhealthy,37.9,82.1,11.1
India,Telangana,Agartala,NH3,52.8,190.8,124.5,117,Unhealthy for Sensitive Groups,37.7,32.9,4.7
India,Chhattisgarh,Hyderabad,PM2.5,73.7,335,181.3,156,Unhealthy,15.6,46.4,16.9
India,Chandigarh,Madikeri,CO,37.8,257.2,136.2,143,Unhealthy for Sensitive Groups,17.7,56.1,24.2
India,Meghalaya,Karnal,PM2.5,33.5,117.7,90.4,95,Moderate,15.6,73.5,6.9
India,Haryana,Dharuhera,NO2,24.7,318.6,144.1,120,Unhealthy for Sensitive Groups,32.3,88.4,19.9
India,Andhra Pradesh,Ankleshwar,PM10,181.2,472.4,234.8,266,Very Unhealthy,20.1,52.1,10
India,Bihar,Nanded,OZONE,19.7,302,189.6,160,Unhealthy,39,88.9,26.3
India,Punjab,Thane,OZONE,17,129.9,46.7,36,Good,19.3,90.5,21
India,Kerala,Kashipur,NH3,42.9,94.8,47.5,30,Good,38,44.6,13.7
India,Karnataka,Bhilwara,NO2,74.8,433,225.5,249,Very Unhealthy,32.6,87.3,25.9
India,Nagaland,Bundi,SO2,99.4,487.6,116.6,143,Unhealthy for Sensitive Groups,20,64.2,2.2
India,Sikkim,Baddi,CO,127.9,294.9,179.1,173,Unhealthy,21.7,83.1,30
India,Telangana,Kunjemura,CO,60.2,390.8,216.1,251,Very Unhealthy,38.1,87.2,16.8
India,Tripura,Thane,NO2,19.6,242,219.1,234,Very Unhealthy,35.3,94.4,1.1
India,Chhattisgarh,Prayagraj,NH3,3.1,192.5,35.8,23,Good,36.7,64.5,13.5
India,Uttarakhand,Jhansi,OZONE,7.3,75.8,8.4,43,Good,18.7,68,20.3
India,Karnataka,Nellore,CO,7.7,266.8,12.6,47,Good,21.1,56,1.1
India,Assam,Pratapgarh,PM10,145.5,300.1,164.5,188,Unhealthy,34.9,61.4,13.7
India,Jharkhand,Bathinda,NH3,70.7,365.1,74.7,60,Moderate,24.3,37.6,18.2
India,Odisha,Shivamogga,PM2.5,43.6,307,236.9,296,Very Unhealthy,31.6,90.9,27.1
India,Kerala,Srinagar,PM10,113.8,401.1,165.7,179,Unhealthy,15.3,85.1,15.1
India,Tamil Nadu,Narnaul,PM2.5,89.7,217.4,121.4,111,Unhealthy for Sensitive Groups,27.3,70.5,5.4
India,Telangana,Hapur,OZONE,10.3,52.5,40.1,9,Good,16.5,35.2,12
India,Gujarat,Kanpur,NO2,23.1,277.3,206,241,Very Unhealthy,31.3,59.3,27.3
India,Arunachal Pradesh,Firozabad,PM2.5,0.3,174.1,6.7,50,Good,38.3,45.6,12.4
India,Karnataka,Baghpat,SO2,30,494.9,194.4,164,Unhealthy,21.8,37.7,10.5
India,Uttar Pradesh,Maihar,CO,107.2,437.6,257.7,291,Very Unhealthy,21.7,94.2,11.4
India,Kerala,Naharlagun,PM10,36.6,181.5,170,183,Unhealthy,40,65.1,8.1
India,Chandigarh,Barrackpore,OZONE,173.7,275.8,218.5,296,Very Unhealthy,36.1,35.7,4.3
India,Rajasthan,Pithampur,CO,173.8,404,233.7,227,Very Unhealthy,28.4,40.8,21.4
India,Punjab,Mira-Bhayandar,SO2,37.1,143.7,99.3,82,Moderate,30.4,68.1,18.5
India,Chhattisgarh,Agartala,PM10,125.3,486.5,258.1,260,Very Unhealthy,36,90.8,6.2
India,Sikkim,Kishanganj,NO2,134.8,281.3,239.2,244,Very Unhealthy,33,84.7,8.7
India,Puducherry,Dungarpur,CO,42.2,403.3,236.2,260,Very Unhealthy,27.6,67.7,18.3
India,Bihar,Dombivli,PM2.5,47.1,449.3,166.3,189,Unhealthy,22,36.4,1.5
India,Chhattisgarh,Patiala,CO,124.2,429.5,230,256,Very Unhealthy,33.3,66.9,20.2
India,Jammu and Kashmir,Narnaul,OZONE,60.4,191.2,172.7,190,Unhealthy,32.3,64.5,26.9
India,Puducherry,Kadapa,SO2,22.6,491,130.9,126,Unhealthy for Sensitive Groups,27,32.2,10.2
India,Meghalaya,Ramanagara,SO2,35,307.4,160.1,156,Unhealthy,35.4,67.9,15.3
India,Odisha,Sirohi,PM10,44.7,396.9,106.1,124,Unhealthy for Sensitive Groups,32,79,3.1
India,Meghalaya,Bilaspur,OZONE,30.6,217.6,57.9,71,Moderate,29.5,40.2,28.2
India,Mizoram,Nagaur,CO,4,344.6,232.3,227,Very Unhealthy,31.9,71.8,25.4
India,Jharkhand,Bathinda,CO,94.6,462.3,95.5,81,Moderate,25.3,45.3,11.4
India,Arunachal Pradesh,Bhilwara,PM2.5,45.7,491.9,122.7,105,Unhealthy for Sensitive Groups,23.2,81.7,13.2
India,Bihar,Nagaur,NH3,2.4,313.8,91.7,51,Moderate,15.1,70.7,6.8
India,Karnataka,Bhilwara,SO2,49.6,214.4,69,57,Moderate,34.4,53.3,17.4
India,Puducherry,Noida,OZONE,40.5,494.5,90.5,90,Moderate,29.4,80,4.3
India,Odisha,Rohtak,SO2,63,423.5,232.8,271,Very Unhealthy,17.6,52,3.7
India,Tamil Nadu,Talcher,CO,61.1,280.6,78.6,76,Moderate,26.2,58.1,12.8
India,Gujarat,Vijayapura,PM10,63.1,401,233.5,275,Very Unhealthy,33.8,35.3,27
India,Delhi,Udaipur,NH3,53.4,390.2,232.5,253,Very Unhealthy,20.1,75.2,27.8
India,Meghalaya,Mangalore,NO2,84.9,226.6,135.8,134,Unhealthy for Sensitive Groups,34.2,87,6.1
India,Chhattisgarh,Mira-Bhayandar,NO2,22.4,254.8,181.1,197,Unhealthy,29.7,54.9,22.2
India,Meghalaya,Rajsamand,PM2.5,6.9,457.2,145.9,125,Unhealthy for Sensitive Groups,35,81.4,2.9
India,Mizoram,Gwalior,OZONE,28,379.4,145.4,121,Unhealthy for Sensitive Groups,18.5,75.7,26.5
India,Sikkim,Madikeri,NH3,85.4,252.4,88,84,Moderate,34,73.7,3.5
India,Arunachal Pradesh,Alwar,OZONE,6.7,227.9,33,4,Good,22.7,85.3,22.6
India,Karnataka,Dewas,NH3,36.5,270.8,40.7,7,Good,21,77.3,30
India,Andhra Pradesh,Cuddalore,PM2.5,38.2,235.3,226.3,232,Very Unhealthy,36.3,34,14.6
India,Andhra Pradesh,Patna,CO,87.3,357.5,123.6,114,Unhealthy for Sensitive Groups,28.1,83.5,23.4
India,Jammu and Kashmir,Baghpat,SO2,4.5,220.3,7.9,12,Good,24.1,30.8,27.3
India,Sikkim,Panchkula,NH3,17.7,451.6,201.6,255,Very Unhealthy,37.3,73,24.9
India,Haryana,Noida,NO2,106.9,339.5,143.7,104,Unhealthy for Sensitive Groups,21.1,74.2,25.5
India,Jharkhand,Baran,NO2,42.9,414.6,244.8,287,Very Unhealthy,30.2,46.6,12.5
India,Madhya Pradesh,Kalaburagi,PM2.5,73.1,335.8,181.6,188,Unhealthy,29.6,34.4,16.5
India,Andhra Pradesh,Kalyan,SO2,233.2,324.3,252.8,251,Very Unhealthy,30.7,72.9,7.1
India,Delhi,Vrindavan,PM10,83.8,366.8,252.7,288,Very Unhealthy,25.7,87.8,19.5
India,Chhattisgarh,Kashipur,NH3,95.4,386.5,111.3,126,Unhealthy for Sensitive Groups,25.5,49.5,8.7
India,West Bengal,Rajgir,SO2,148.6,204.8,172.8,153,Unhealthy,18.3,35.3,16
India,Nagaland,Rajsamand,NH3,41.2,129.4,62.4,60,Moderate,17.4,52.9,28.4
India,Sikkim,Kanpur,SO2,57.7,74.1,59.5,98,Moderate,26.4,35.1,14.3
India,Gujarat,Satara,NH3,108.6,330.2,171.9,151,Unhealthy,19.8,68,16.1
India,Nagaland,Belapur,PM10,32.4,274.8,62.8,55,Moderate,18.6,89.7,14.4
India,Puducherry,Ghaziabad,PM2.5,6.9,429.4,15.2,23,Good,25.9,64.1,25.5
India,Maharashtra,Korba,SO2,1.8,285.4,26.3,7,Good,33.2,38.6,22.8
India,Mizoram,Silchar,NH3,36.1,229.3,107.3,122,Unhealthy for Sensitive Groups,40,93.8,2
India,Haryana,Eluru,PM10,8.1,40.1,34.4,32,Good,29.9,85.7,14.6
India,Rajasthan,Jalandhar,PM10,46.6,460.9,70.3,60,Moderate,30.9,66,4.9
India,Bihar,Katihar,PM10,14.8,331,32.4,5,Good,39,41.9,22.9
India,Nagaland,Vatva,NO2,39.8,102.6,57.8,60,Moderate,39.9,62.7,17.2
India,Bihar,Rajgir,PM2.5,106.8,168.2,146.7,104,Unhealthy for Sensitive Groups,24.8,61.7,15.8
India,Puducherry,Banswara,PM10,6.8,157.4,9.5,21,Good,15.9,43.2,13
India,Uttar Pradesh,Chhal,NH3,58.4,338.4,121.9,106,Unhealthy for Sensitive Groups,38.1,68.6,7.8
India,Haryana,Delhi,OZONE,44.4,271.1,154.4,176,Unhealthy,27.6,72.4,29
India,Telangana,Khanna,PM2.5,40.4,155.8,95,96,Moderate,29.7,82.5,8.8
India,Punjab,Udaipur,PM2.5,104.9,451.8,136.7,125,Unhealthy for Sensitive Groups,24.8,83.8,7.8
India,Tripura,Kalyan,PM2.5,62.6,350,248.5,289,Very Unhealthy,15.8,35.6,26.2
India,Arunachal Pradesh,Manguraha,OZONE,105.8,344.9,131,129,Unhealthy for Sensitive Groups,29.9,35,27
India,Odisha,Mysuru,CO,107.1,308.7,263.2,232,Very Unhealthy,17.1,77.2,24.7
India,Karnataka,Satna,SO2,5.9,451.5,170.4,168,Unhealthy,23.2,75.6,15.6
India,Meghalaya,Barrackpore,CO,46.4,465.3,70.3,89,Moderate,30.5,84.8,14.8
India,Jharkhand,Munger,PM10,11.5,287.4,51.6,74,Moderate,30.9,49.8,18.1
India,Rajasthan,Gurugram,NO2,12.6,278.2,13.8,28,Good,29.8,53.5,1.6
India,Haryana,Guntur,NO2,57,229.2,125.1,117,Unhealthy for Sensitive Groups,16.5,91.5,6.7
India,Chhattisgarh,Ludhiana,PM10,26.4,428.4,32.9,44,Good,15.6,70.4,20.5
India,Chandigarh,Kota,NO2,10.3,346.2,215.7,262,Very Unhealthy,22.6,85.4,13.5
India,Assam,Ratlam,PM10,91.2,480.8,211.6,222,Very Unhealthy,22.4,42,1
India,Tripura,Ramanagara,PM2.5,6.2,155.2,21.8,24,Good,21.1,37.4,29.6
India,Karnataka,Ambala,NH3,58.1,263.4,121.3,121,Unhealthy for Sensitive Groups,16,52.9,5.8
India,Karnataka,Ahmednagar,CO,41.1,494.2,173.3,173,Unhealthy,24.4,31.8,27
India,Mizoram,Dehradun,NH3,216.3,497.5,258.4,285,Very Unhealthy,17.2,56.1,3.6
India,Rajasthan,Dhanbad,NH3,46.4,413.2,211.6,233,Very Unhealthy,15.2,60.2,21.1
India,Tripura,Badlapur,CO,58.2,219,191.2,186,Unhealthy,40,80.7,12.4
India,Karnataka,Solapur,NO2,43.4,268.1,232.8,283,Very Unhealthy,22.9,93.8,6.2
India,Madhya Pradesh,Baghpat,PM10,83,352.3,93.1,56,Moderate,36.3,77.7,20.6
India,Uttarakhand,Chikkamagaluru,CO,70.8,291.2,99.8,90,Moderate,33.7,56.6,9.1
India,Andhra Pradesh,Guwahati,PM10,94.8,317.3,256.4,239,Very Unhealthy,26.9,60.9,13.7
India,Uttar Pradesh,Machilipatnam,PM10,13.1,259.1,25.7,14,Good,24,50.8,24.1
India,Maharashtra,Ahmednagar,NO2,7,199.7,26.3,7,Good,24.1,41.9,3.3
India,Jharkhand,Nagaur,SO2,16.5,498.2,28,47,Good,23.5,78.1,1.5
India,Andhra Pradesh,Lucknow,NH3,13,497.9,109.6,112,Unhealthy for Sensitive Groups,39.8,36.6,27.7
India,Jammu and Kashmir,Jalna,NH3,127.5,276.9,128.1,148,Unhealthy for Sensitive Groups,16.7,36.5,21
India,Telangana,Manesar,NO2,88.4,256.7,167.9,196,Unhealthy,23.7,57.8,9.7
India,Meghalaya,Jalore,NO2,8.6,477.3,23.7,19,Good,36.1,43.6,29.2
India,Jharkhand,Dewas,CO,88.1,443.8,160.9,193,Unhealthy,22.2,86.9,29.5
India,Chandigarh,Sirohi,CO,102.9,140.6,115.8,119,Unhealthy for Sensitive Groups,33.9,85.7,26
India,West Bengal,Hanumangarh,CO,164.9,287.7,262.5,238,Very Unhealthy,29.1,71.5,22
India,Madhya Pradesh,Cuddalore,SO2,37.4,445.7,217.2,212,Very Unhealthy,39.4,87.9,28.1
India,Meghalaya,Solapur,CO,79.3,241.7,114,107,Unhealthy for Sensitive Groups,27.7,56.4,4.4
India,Bihar,Bundi,PM2.5,160.1,244.4,204,244,Very Unhealthy,23,80.4,4.8
India,Uttar Pradesh,Navi Mumbai,SO2,84.4,278.9,196.8,171,Unhealthy,21,50.5,12.4
India,West Bengal,Mangalore,NO2,32.2,131.9,65.2,97,Moderate,35,78.3,5.1
India,Bihar,Mangalore,CO,57.1,264.1,255.8,286,Very Unhealthy,29.9,44,5.4
India,Andhra Pradesh,Jhalawar,SO2,36.8,135.8,118.6,102,Unhealthy for Sensitive Groups,27.6,43.1,6
India,Madhya Pradesh,Bareilly,NO2,18.6,345.6,22.4,43,Good,15.4,33.5,26.8
India,Arunachal Pradesh,Keonjhar,OZONE,61.7,275.1,182,167,Unhealthy,28.4,48.6,19.4
India,Kerala,Rourkela,NH3,106.6,224.5,202.2,249,Very Unhealthy,31.5,54.5,22.4
India,Andhra Pradesh,Panipat,CO,80.4,274.1,116.7,128,Unhealthy for Sensitive Groups,36.4,67.9,24.6
India,Delhi,Noida,PM10,67.4,237.8,153.2,192,Unhealthy,27.4,35.3,2.3
India,Uttarakhand,Purnia,NH3,182.1,268.2,262,230,Very Unhealthy,16.3,68,29.5
India,Jharkhand,Chamarajanagar,NO2,120.3,481.3,184.4,170,Unhealthy,16.9,79.3,26.5
India,Odisha,Chamarajanagar,PM2.5,213.3,422.8,240.7,276,Very Unhealthy,36.9,59.3,21.5
India,Delhi,Srinagar,NH3,7,382.4,7.7,36,Good,26,61.4,25.5
India,Tamil Nadu,Chittorgarh,SO2,33.9,439.5,265.6,272,Very Unhealthy,33.1,68.7,5.9
India,Jharkhand,Satna,CO,12.4,418,103.7,147,Unhealthy for Sensitive Groups,30.1,88.8,11.3
India,Bihar,Bengaluru,PM10,117.4,440.8,214.8,237,Very Unhealthy,15.9,87,7.9
India,Punjab,Machilipatnam,NO2,13,433.8,45.9,0,Good,33.9,88.7,1.6
India,Uttarakhand,Munger,NO2,180.6,275,248.8,276,Very Unhealthy,29.9,75.5,14.7
India,Jammu and Kashmir,Jalandhar,CO,45.2,323.4,257,300,Very Unhealthy,20,32.3,6.3
India,Himachal Pradesh,Thane,CO,51.6,249.7,75.1,55,Moderate,32,35.4,21.3
India,Arunachal Pradesh,Belapur,NH3,5.2,408.9,29.9,13,Good,25.8,37.2,22.5
India,Bihar,Thiruvananthapuram,CO,3.4,152.9,54.8,85,Moderate,28.9,49.9,2.4
India,Telangana,Mandideep,PM2.5,164.4,302,242.5,257,Very Unhealthy,34.2,47.1,7.7
India,Andhra Pradesh,Bhubaneswar,PM10,12,270.1,265.9,271,Very Unhealthy,25.8,76.2,2.8
India,Bihar,Kohima,PM2.5,63.3,300.1,103.9,107,Unhealthy for Sensitive Groups,18.8,35.2,4.4
India,Gujarat,Nanded,NO2,43.6,475.4,80.5,93,Moderate,18.6,92.7,4.9
India,Sikkim,Bathinda,NH3,63.7,259.1,131.7,138,Unhealthy for Sensitive Groups,28,81.5,12
India,Madhya Pradesh,Bettiah,PM10,62.4,299.2,97.1,80,Moderate,21.6,30,15.8
India,Nagaland,Kota,PM10,5.4,436.9,17.8,44,Good,25.6,70.2,24.2
India,Tamil Nadu,Faridabad,CO,135.2,182.2,153.9,171,Unhealthy,15.6,44.2,26.4
India,Chhattisgarh,Jalore,NH3,105.9,379.4,168.8,175,Unhealthy,37.1,69.1,4.9
India,Karnataka,Guwahati,NH3,7,433.9,16.4,29,Good,33.1,89.2,14.5
India,Maharashtra,Navi Mumbai,OZONE,57,464.5,74.1,85,Moderate,19.2,54.3,19.9
India,Andhra Pradesh,Maihar,SO2,160.2,201.4,167.2,152,Unhealthy,17.2,44.4,10.5
India,Mizoram,Kishanganj,PM10,145.4,250.9,160.8,197,Unhealthy,26.6,58.6,9.9
India,Rajasthan,Bhilwara,PM2.5,199.6,459.6,203.6,227,Very Unhealthy,23.3,68.8,2.7
India,Maharashtra,Aizawl,SO2,16,129.6,78.5,92,Moderate,38.9,40.3,27.2
India,Bihar,Bileipada,PM10,91.3,299.3,193.2,196,Unhealthy,23.8,87,26
India,Maharashtra,Kunjemura,OZONE,56.1,338.7,204.8,282,Very Unhealthy,24.2,90.3,13.6
India,Tripura,Bettiah,CO,28.1,88.6,33.6,15,Good,19.6,62.6,18.8
India,Haryana,Ballabgarh,NO2,59.2,453.6,74.1,73,Moderate,28.2,66.4,13.7
India,Karnataka,Bagalkot,SO2,2.2,250.8,6.7,3,Good,35.3,72.6,14.2
India,Assam,Begusarai,NH3,71,489.9,163.3,170,Unhealthy,25.9,82.8,20.6
India,Madhya Pradesh,Bengaluru,CO,218.3,350.1,265.5,207,Very Unhealthy,18.4,40.9,17.6
India,Arunachal Pradesh,Mathura,PM2.5,168.7,438.6,242.2,220,Very Unhealthy,34.8,92.9,22.3
India,Gujarat,Rupnagar,PM2.5,18.6,149.1,140.4,109,Unhealthy for Sensitive Groups,30.6,89.1,12.5
India,Himachal Pradesh,Sagar,NH3,53.5,395.4,77.4,83,Moderate,19.1,76.5,16.9
India,Andhra Pradesh,Thane,PM10,124.3,258.8,172,178,Unhealthy,26.5,83.2,26.3
India,Maharashtra,Baripada,PM10,198.9,493.1,222.6,215,Very Unhealthy,17.5,45,11.8
India,Gujarat,Boisar,PM10,1.8,254.5,10.1,6,Good,32.3,94.4,19
India,Delhi,Latur,OZONE,78.8,188.6,85.3,70,Moderate,17.6,59.3,26.2
India,Kerala,Shillong,SO2,57.6,230,200.3,487,Hazardous,36.8,54.1,8.7
India,Jharkhand,Kunjemura,PM10,105.9,365.7,180.5,165,Unhealthy,23.8,73.7,14.4
India,Maharashtra,Visakhapatnam,SO2,94.7,473.8,144.5,121,Unhealthy for Sensitive Groups,23.3,62.2,22.8
India,Meghalaya,Ludhiana,OZONE,71.7,478,200.4,346,Hazardous,36.7,73,27.5
India,Rajasthan,Kishanganj,PM10,128.9,236.9,186.4,200,Unhealthy,38.3,35,25.3
India,Punjab,Latur,PM10,84.9,349.9,93.9,78,Moderate,29,76.9,15.4
India,Sikkim,Belapur,CO,50.7,478.7,201.8,299,Very Unhealthy,15.3,43.8,14.9
India,Rajasthan,Bagalkot,CO,161.8,347.5,238.7,247,Very Unhealthy,37.8,84.1,5.8
India,Uttar Pradesh,Delhi,NO2,135.1,434.4,150.3,311,Hazardous,30.3,74.2,1.5
India,Telangana,Bengaluru,OZONE,0.3,260.2,148.1,119,Unhealthy for Sensitive Groups,32,50.4,11.7
India,Meghalaya,Vijayawada,PM10,4.8,268.4,23.3,44,Good,39.7,66.7,12.4
India,Punjab,Anantapur,NH3,39.9,483.2,99.5,98,Moderate,21.5,77.3,6.6
India,Nagaland,Angul,OZONE,181.7,307.3,215.8,287,Very Unhealthy,38.4,89.2,9.4
India,Kerala,Parbhani,CO,21.7,93.5,81,84,Moderate,17.7,52.3,15.7
India,Kerala,Kollam,PM2.5,4.6,432.1,110.7,117,Unhealthy for Sensitive Groups,18.8,30.7,9.8
India,Maharashtra,Purnia,NO2,41.7,365,43.8,30,Good,25.3,39.8,26
India,Arunachal Pradesh,Hanumangarh,CO,134.6,291.7,167.5,154,Unhealthy,22.1,34.5,11.3
India,Jharkhand,Jalore,OZONE,77.1,291.4,256.8,248,Very Unhealthy,32.9,50.8,18.5
India,Mizoram,Baghpat,OZONE,93.7,213.4,130.5,124,Unhealthy for Sensitive Groups,19.6,31.9,24.1
India,Tripura,Kadapa,PM10,16.7,218.8,26.4,33,Good,31.9,88.9,9.9
India,Karnataka,Baran,NO2,9.2,485,27.9,43,Good,39.2,55.1,10.8
India,Nagaland,Araria,PM2.5,22.9,488.5,101.3,138,Unhealthy for Sensitive Groups,31.8,72.8,8.9
India,Tamil Nadu,Dewas,PM10,68.2,106.5,102.1,141,Unhealthy for Sensitive Groups,29,31.6,28.8
India,Maharashtra,Agartala,OZONE,51.1,314.7,156,180,Unhealthy,24.4,50.6,20
India,Nagaland,Tumidih,OZONE,101.4,415.9,102.2,108,Unhealthy for Sensitive Groups,27.4,57.1,4.4
India,Puducherry,Singrauli,PM10,53.2,354.4,229.9,282,Very Unhealthy,17.5,39.6,22.1
India,Rajasthan,Malegaon,PM10,12.3,481.8,39.4,43,Good,25.2,73.5,10.6
India,Jammu and Kashmir,Rajgir,PM2.5,82.3,287.7,190.8,193,Unhealthy,29,44.6,15.1
India,Assam,Shillong,PM2.5,13,462.7,13.2,49,Good,20.8,60.7,12.7
India,Karnataka,Madikeri,PM2.5,17.6,316.5,51.7,92,Moderate,30,85,0.5
India,Meghalaya,Gorakhpur,NO2,7.7,402,30.6,49,Good,21.2,56.1,12
India,Andhra Pradesh,Rajamahendravaram,SO2,2.4,255.7,26,46,Good,32.8,61.6,25.5
India,Karnataka,Latur,SO2,124.4,331.5,157.5,180,Unhealthy,35.5,52,26.4
India,Andhra Pradesh,Gummidipoondi,PM10,145.2,270.6,263.1,296,Very Unhealthy,35.8,68.3,12.6
India,Haryana,Kishanganj,SO2,54.9,471.4,226.7,291,Very Unhealthy,21.2,90.3,11.8
India,Mizoram,Tirumala,PM10,40.1,413.2,51.5,76,Moderate,22.7,53.8,10
India,Gujarat,Baripada,CO,56.1,169,95.1,89,Moderate,30.6,30.2,27.3
India,Gujarat,Delhi,OZONE,8.5,489.9,29.8,14,Good,31.2,66.2,8.4
India,Kerala,Kolkata,PM2.5,60.7,211,132,120,Unhealthy for Sensitive Groups,34,35.4,9.4
India,Chhattisgarh,Thrissur,SO2,2.7,147.5,137.2,141,Unhealthy for Sensitive Groups,29,47.2,2
India,Jharkhand,Singrauli,NO2,1.9,131.2,3.2,8,Good,26.7,91.9,3.1
India,Telangana,Charkhi Dadri,NO2,121.8,240.9,131.7,131,Unhealthy for Sensitive Groups,20.3,69.3,9.5
India,Jammu and Kashmir,Chamarajanagar,NH3,69.2,477.1,89.3,69,Moderate,28.4,37.4,13.1
India,Meghalaya,Muzaffarpur,OZONE,113,348.9,117.7,105,Unhealthy for Sensitive Groups,27.2,35.4,18.7
India,Rajasthan,Dausa,PM2.5,4.1,465.2,23.1,21,Good,33,94.7,13.9
India,Tripura,Dhanbad,CO,44.8,201.6,197.9,198,Unhealthy,22.6,67.3,23
India,West Bengal,Fatehabad,PM2.5,117.2,464,151.8,172,Unhealthy,16.9,69.3,27.3
India,Delhi,Sawai Madhopur,SO2,13.6,257.3,236.2,220,Very Unhealthy,33.6,52,13.9
India,Punjab,Yadgir,SO2,29.5,361.5,72.2,51,Moderate,15.5,94.2,18.5
India,Jharkhand,Bhubaneswar,NH3,177.4,220.8,191.1,170,Unhealthy,27,70.8,28.2
India,Andhra Pradesh,Singrauli,PM10,182.9,495.2,222.3,291,Very Unhealthy,27.1,44,25.9
