state,city,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,AQI,AQI_Bucket,Temperature_C,Humidity_%,Wind_Speed_kmh
Kerala,Sawai Madhopur,PM10,183.3,287.3,238.8,269,Very Unhealthy,16.9,61.9,10.5
Punjab,Hubballi,NH3,122.4,409.8,228.7,247,Very Unhealthy,36.9,44.4,24.7
Uttar Pradesh,Mandideep,NO2,15.1,230.1,39.3,11,Good,37.6,72.1,11.7
Nagaland,Khairthal,CO,2.8,195.7,14.6,45,Good,35.4,86.1,15.3
Chhattisgarh,Guntur,OZONE,115.2,437.1,137.9,130,Unhealthy for Sensitive Groups,28.3,31.6,11.0
Assam,Begusarai,CO,16.9,387.5,18.7,6,Good,25.9,94.1,17.3
Delhi,Yadgir,PM10,9.2,249.9,47.6,19,Good,16.9,85.2,21.5
Bihar,Vrindavan,NO2,10.3,15.6,14.7,15,Good,25.2,81.4,3.6
Sikkim,Bhiwadi,PM2.5,97.8,329.4,186.9,158,Unhealthy,29.6,50.8,10.8
Assam,Sasaram,SO2,34.6,124.5,40.0,44,Good,22.7,68.8,11.4
Bihar,Beed,PM2.5,96.6,365.8,245.3,230,Very Unhealthy,37.3,41.1,0.3
Madhya Pradesh,Silchar,CO,0.5,307.9,34.3,34,Good,21.7,92.1,13.2
Chandigarh,Raebareli,NO2,47.2,224.9,81.3,77,Moderate,23.7,78.2,12.0
Delhi,Gaya,OZONE,137.8,325.4,150.1,353,Hazardous,15.4,75.8,16.8
Puducherry,Alwar,CO,214.0,292.9,257.5,237,Very Unhealthy,17.6,85.7,10.3
Arunachal Pradesh,Mira-Bhayandar,CO,4.8,179.9,45.5,24,Good,29.1,40.1,25.5
Mizoram,Patna,NO2,8.5,486.5,149.7,149,Unhealthy for Sensitive Groups,24.9,86.7,9.9
Chhattisgarh,Vijayapura,PM2.5,6.7,289.6,8.8,3,Good,19.4,73.4,27.3
Uttar Pradesh,Mira-Bhayandar,PM10,12.7,390.5,200.5,450,Hazardous,32.2,47.2,12.3
Madhya Pradesh,Jalore,SO2,1.4,365.0,5.4,26,Good,19.6,53.9,24.7
Telangana,Suakati,SO2,6.6,484.5,16.4,18,Good,31.1,57.9,11.8
Madhya Pradesh,Milupara,NO2,36.8,174.6,169.3,157,Unhealthy,31.9,81.1,0.9
Punjab,Mira-Bhayandar,OZONE,113.5,303.8,258.3,205,Very Unhealthy,16.7,86.2,22.1
Chhattisgarh,Eluru,PM2.5,32.9,240.2,160.5,155,Unhealthy,18.8,67.6,4.7
Kerala,Durgapur,NH3,127.1,172.8,169.1,160,Unhealthy,36.3,83.3,10.5
Telangana,Rishikesh,CO,26.1,456.9,243.3,265,Very Unhealthy,29.3,34.5,28.5
Maharashtra,Chamarajanagar,PM2.5,21.3,201.7,32.0,16,Good,38.8,93.2,3.6
Chandigarh,Jhunjhunu,CO,173.6,480.6,190.9,178,Unhealthy,34.4,72.0,26.3
Odisha,Kanpur,OZONE,3.3,260.0,157.8,158,Unhealthy,22.2,56.9,17.4
Uttarakhand,Haldia,PM10,128.7,450.2,166.8,190,Unhealthy,32.0,39.5,3.6
Sikkim,Sirsa,PM2.5,26.9,192.5,115.0,130,Unhealthy for Sensitive Groups,25.4,69.4,16.9
Himachal Pradesh,Vapi,NO2,34.1,155.5,70.5,60,Moderate,25.3,44.3,13.7
Chhattisgarh,Jaisalmer,SO2,17.7,407.4,20.7,27,Good,38.7,32.4,19.6
Rajasthan,Milupara,CO,55.8,255.7,118.6,123,Unhealthy for Sensitive Groups,32.8,70.9,14.1
Uttarakhand,Buxar,CO,11.4,22.2,14.8,8,Good,23.2,94.5,13.7
Maharashtra,Pratapgarh,PM10,23.8,392.0,24.2,24,Good,31.0,44.0,12.0
Sikkim,Bareilly,PM2.5,83.0,401.4,116.3,127,Unhealthy for Sensitive Groups,33.2,45.4,0.5
Punjab,Gorakhpur,CO,89.4,161.7,93.6,97,Moderate,15.9,39.9,29.9
Bihar,Bareilly,CO,64.8,174.4,78.4,53,Moderate,28.9,83.3,14.3
Uttar Pradesh,Begusarai,PM10,131.9,438.4,187.8,155,Unhealthy,26.0,69.2,29.3
Tamil Nadu,Manesar,SO2,0.1,414.4,29.1,18,Good,21.6,31.5,7.2
Gujarat,Nagaur,PM2.5,201.5,482.8,213.3,255,Very Unhealthy,40.0,39.3,3.2
Bihar,Ujjain,PM10,0.4,118.7,0.5,29,Good,34.3,62.0,19.6
Himachal Pradesh,Gadag,PM2.5,59.7,370.0,167.8,162,Unhealthy,37.0,46.8,0.8
West Bengal,Ludhiana,CO,165.7,310.3,185.2,197,Unhealthy,27.0,70.8,13.1
Haryana,Baran,OZONE,87.4,242.4,94.8,64,Moderate,25.5,46.0,28.8
Maharashtra,Dewas,NO2,69.4,351.5,99.5,52,Moderate,30.5,55.8,18.0
Delhi,Vijayapura,SO2,63.2,388.5,146.8,123,Unhealthy for Sensitive Groups,31.4,55.2,0.8
Odisha,Kalyan,NO2,8.5,190.8,72.1,64,Moderate,39.3,31.6,12.3
Jammu and Kashmir,Chikkamagaluru,NO2,32.5,385.0,80.1,65,Moderate,30.6,78.2,27.2
Punjab,Dharuhera,NH3,17.0,31.4,27.4,8,Good,28.2,40.3,1.3
Meghalaya,Udaipur,PM10,92.1,173.5,107.0,135,Unhealthy for Sensitive Groups,15.4,36.5,9.8
Sikkim,Visakhapatnam,CO,23.3,293.3,180.9,193,Unhealthy,16.6,54.9,12.7
Gujarat,Kolkata,OZONE,5.3,156.7,23.5,47,Good,39.4,35.2,6.2
Chandigarh,Shivamogga,NO2,62.2,374.2,106.9,140,Unhealthy for Sensitive Groups,31.0,71.1,28.6
Maharashtra,Faridabad,OZONE,48.1,456.0,256.2,250,Very Unhealthy,30.0,57.6,3.6
Nagaland,Bulandshahr,NO2,0.8,482.2,7.8,3,Good,36.0,55.6,18.8
Sikkim,Araria,SO2,53.2,495.9,254.9,258,Very Unhealthy,20.2,57.3,0.8
Nagaland,Durgapur,PM2.5,169.9,417.9,248.8,212,Very Unhealthy,28.1,43.9,21.8
Himachal Pradesh,Khanna,NH3,62.3,144.7,143.3,142,Unhealthy for Sensitive Groups,37.3,56.9,2.1
Arunachal Pradesh,Damoh,OZONE,16.1,495.4,153.6,151,Unhealthy,24.1,44.2,18.0
Meghalaya,Mehsana,PM10,186.3,496.4,233.6,288,Very Unhealthy,32.7,37.6,12.9
Chhattisgarh,Guwahati,OZONE,64.9,429.9,68.9,87,Moderate,27.5,77.3,28.9
Delhi,Palwal,PM2.5,16.3,71.0,31.1,6,Good,15.6,40.8,29.8
Tamil Nadu,Bhavnagar,NH3,40.4,219.2,72.0,59,Moderate,22.2,41.4,29.5
Tamil Nadu,Kalaburagi,CO,37.0,432.7,91.0,70,Moderate,18.1,84.5,18.4
Assam,Munger,OZONE,95.2,178.7,157.4,175,Unhealthy,34.5,83.9,26.9
Sikkim,Gangtok,CO,165.6,395.6,183.9,161,Unhealthy,21.8,66.9,24.9
Maharashtra,Motihari,PM10,0.6,437.4,167.7,152,Unhealthy,24.3,78.1,1.6
Kerala,Nandesari,CO,140.5,445.5,253.1,252,Very Unhealthy,31.3,70.7,16.7
Tamil Nadu,Purnia,NO2,9.0,175.1,93.4,71,Moderate,34.8,88.6,25.5
Assam,Belapur,NH3,0.4,236.6,0.7,26,Good,33.3,91.3,11.0
Puducherry,Maihar,CO,129.9,418.1,243.4,276,Very Unhealthy,34.0,84.8,24.0
Karnataka,Nagpur,PM10,17.1,475.2,19.7,36,Good,27.1,32.6,15.0
Uttar Pradesh,Rajkot,SO2,1.3,362.4,111.7,121,Unhealthy for Sensitive Groups,30.9,66.7,16.8
Haryana,Tonk,NO2,16.6,260.4,232.0,235,Very Unhealthy,27.4,63.8,5.9
Jammu and Kashmir,Nellore,PM10,15.2,137.0,111.0,120,Unhealthy for Sensitive Groups,37.2,37.0,2.9
Uttar Pradesh,Noida,OZONE,54.6,397.1,102.7,103,Unhealthy for Sensitive Groups,29.8,44.7,18.1
Madhya Pradesh,Bilaspur,SO2,201.4,242.3,204.2,299,Very Unhealthy,33.3,50.2,2.2
Punjab,Mira-Bhayandar,SO2,139.0,365.2,213.8,274,Very Unhealthy,34.9,33.7,17.4
Arunachal Pradesh,Naharlagun,OZONE,10.9,464.3,99.4,66,Moderate,21.1,44.8,22.5
Mizoram,Nagaur,SO2,29.5,245.3,43.3,0,Good,39.7,67.4,18.5
Karnataka,Gurugram,NH3,53.7,311.0,183.4,193,Unhealthy,29.2,71.9,6.6
Karnataka,Kadapa,NH3,169.1,319.4,253.8,281,Very Unhealthy,19.0,89.5,15.0
Jammu and Kashmir,Pampore,SO2,161.7,346.7,182.8,177,Unhealthy,30.4,32.1,7.6
Madhya Pradesh,Chhapra,NO2,1.1,65.5,6.1,36,Good,20.0,87.3,12.4
Maharashtra,Kunjemura,CO,72.8,139.8,111.0,123,Unhealthy for Sensitive Groups,27.6,94.4,19.7
West Bengal,Bengaluru,NH3,142.6,262.9,181.0,161,Unhealthy,19.6,93.0,26.2
Odisha,Ambernath,CO,75.2,139.4,106.0,140,Unhealthy for Sensitive Groups,30.2,86.6,18.0
Himachal Pradesh,Khairthal,NH3,22.7,395.0,93.6,66,Moderate,33.9,45.9,22.0
Sikkim,Baran,NH3,0.2,406.5,163.6,189,Unhealthy,35.2,58.8,18.3
Tripura,Bahadurgarh,NH3,204.4,415.1,214.8,227,Very Unhealthy,33.3,77.1,16.2
Chhattisgarh,Begusarai,SO2,9.2,342.7,172.3,160,Unhealthy,16.3,59.7,14.1
Chhattisgarh,Vijayapura,CO,25.3,456.8,138.5,128,Unhealthy for Sensitive Groups,32.3,54.9,27.6
Jammu and Kashmir,Bahadurgarh,NH3,75.6,188.0,110.9,109,Unhealthy for Sensitive Groups,25.1,38.6,3.3
Arunachal Pradesh,Amritsar,PM10,65.7,293.2,215.2,284,Very Unhealthy,32.0,93.7,27.1
Rajasthan,Mathura,NO2,21.8,255.5,36.0,11,Good,27.5,62.0,24.9
Telangana,Nagaon,PM10,4.3,497.0,12.8,11,Good,28.8,76.1,0.9
Uttar Pradesh,Kashipur,CO,76.5,414.5,218.4,256,Very Unhealthy,36.5,69.9,17.1
West Bengal,Chennai,NO2,154.2,494.0,170.2,154,Unhealthy,35.8,93.2,16.0
Delhi,Meerut,PM2.5,14.3,458.2,240.7,292,Very Unhealthy,16.8,55.5,26.2
Tamil Nadu,Bhubaneswar,PM2.5,110.7,493.7,231.0,261,Very Unhealthy,15.1,30.2,9.4
Arunachal Pradesh,Ghaziabad,NO2,49.1,233.8,84.7,54,Moderate,32.0,50.4,8.2
Punjab,Koppal,NO2,59.4,484.7,85.3,61,Moderate,18.0,83.3,11.8
Bihar,Boisar,NH3,68.9,392.0,99.7,68,Moderate,37.2,47.7,25.5
Karnataka,Katihar,PM2.5,153.3,226.4,179.6,188,Unhealthy,17.6,93.5,8.4
Assam,Gummidipoondi,CO,37.2,408.4,78.5,78,Moderate,36.1,52.0,4.4
Arunachal Pradesh,Bileipada,PM2.5,53.6,370.6,153.4,184,Unhealthy,29.6,73.8,24.5
Punjab,Ballabgarh,NH3,0.2,433.9,142.0,132,Unhealthy for Sensitive Groups,22.4,53.7,7.0
Uttarakhand,Sri Ganganagar,NH3,8.3,208.7,48.9,17,Good,28.6,32.0,6.4
Odisha,Shillong,NO2,10.0,459.3,15.9,24,Good,30.0,88.6,28.9
Andhra Pradesh,Pratapgarh,CO,52.4,332.2,107.4,146,Unhealthy for Sensitive Groups,21.4,92.6,6.4
Andhra Pradesh,Maihar,CO,100.5,207.9,162.4,194,Unhealthy,32.9,90.9,14.8
Telangana,Chandigarh,CO,23.5,259.5,33.9,18,Good,39.7,56.0,4.5
Chhattisgarh,Ahmedabad,OZONE,28.1,379.3,100.4,484,Hazardous,20.8,54.9,1.0
Odisha,Nagpur,PM2.5,180.9,363.4,248.9,297,Very Unhealthy,25.0,53.0,26.5
Uttarakhand,Dausa,SO2,65.4,451.4,154.2,176,Unhealthy,26.1,51.7,24.8
Jammu and Kashmir,Barmer,PM10,1.9,286.1,5.3,25,Good,38.3,92.9,10.6
Assam,Nellore,OZONE,9.2,107.1,77.6,69,Moderate,39.8,39.1,3.4
Chhattisgarh,Nagaur,NH3,138.7,410.0,258.1,241,Very Unhealthy,38.6,54.0,8.5
Tripura,Mehsana,PM10,8.3,234.8,78.5,84,Moderate,36.8,40.4,12.0
Andhra Pradesh,Sonipat,NH3,15.6,199.8,198.0,182,Unhealthy,23.3,65.2,7.7
Himachal Pradesh,Mumbai,NH3,137.1,268.1,227.3,296,Very Unhealthy,31.5,61.6,5.9
Haryana,Katni,PM2.5,3.6,495.8,32.4,43,Good,36.2,45.7,17.7
Maharashtra,Mumbai,NO2,67.6,317.2,170.7,195,Unhealthy,35.5,68.5,8.6
Gujarat,Bhiwandi,NH3,18.9,417.2,27.9,50,Good,26.1,46.7,2.9
Haryana,Gangtok,CO,176.1,392.3,222.9,277,Very Unhealthy,31.9,65.2,24.9
Andhra Pradesh,Munger,CO,200.2,338.5,240.2,241,Very Unhealthy,15.5,47.8,25.8
Delhi,Chamarajanagar,NO2,223.2,350.5,230.3,269,Very Unhealthy,31.8,58.6,0.3
Jharkhand,Mathura,CO,92.0,496.9,170.8,155,Unhealthy,20.4,62.3,28.3
Haryana,Bagalkot,CO,16.7,313.3,161.2,192,Unhealthy,20.5,78.2,24.9
Puducherry,Baran,NO2,0.2,196.2,0.3,34,Good,27.9,55.1,29.1
Nagaland,Bathinda,PM10,85.1,394.3,226.4,255,Very Unhealthy,38.3,76.1,2.0
Rajasthan,Coimbatore,NO2,130.7,484.7,177.4,178,Unhealthy,32.1,93.3,10.3
Karnataka,Mandikhera,PM2.5,75.2,314.5,256.2,205,Very Unhealthy,23.6,90.0,3.6
Maharashtra,Tirupati,NO2,28.9,409.9,220.2,204,Very Unhealthy,25.7,50.8,8.6
Meghalaya,Patna,PM10,7.3,472.1,11.8,39,Good,17.0,35.1,24.5
Chandigarh,Maihar,NH3,20.0,391.6,103.4,131,Unhealthy for Sensitive Groups,23.0,49.5,18.5
Puducherry,Rajsamand,NH3,30.5,375.5,64.7,94,Moderate,31.6,63.1,9.7
Puducherry,Banswara,CO,48.8,323.0,247.7,267,Very Unhealthy,38.2,42.7,19.9
Chhattisgarh,Kadapa,SO2,1.5,186.4,107.2,129,Unhealthy for Sensitive Groups,24.1,64.0,10.9
Uttarakhand,Bhilwara,NH3,43.3,230.6,85.1,57,Moderate,31.1,62.1,24.0
Uttar Pradesh,Kannur,OZONE,218.9,451.9,234.5,270,Very Unhealthy,40.0,83.1,0.6
Rajasthan,Jalandhar,OZONE,59.6,122.7,65.6,97,Moderate,15.2,30.5,8.6
Kerala,Kunjemura,PM2.5,122.3,359.1,233.1,261,Very Unhealthy,29.3,76.5,18.8
Punjab,Jodhpur,NO2,8.5,15.3,9.0,5,Good,36.4,40.9,16.8
Madhya Pradesh,Meerut,PM2.5,65.6,365.2,259.0,291,Very Unhealthy,35.6,36.3,5.5
Puducherry,Korba,NH3,119.0,375.8,145.8,109,Unhealthy for Sensitive Groups,30.6,32.1,2.3
Arunachal Pradesh,Motihari,SO2,6.6,422.3,111.9,141,Unhealthy for Sensitive Groups,31.7,85.4,28.4
Arunachal Pradesh,Chittorgarh,PM10,7.9,368.7,140.3,123,Unhealthy for Sensitive Groups,37.1,59.7,2.4
Jammu and Kashmir,Bhilai,NH3,25.2,450.5,229.4,226,Very Unhealthy,26.6,89.2,18.6
Meghalaya,Arrah,SO2,4.9,73.6,8.7,47,Good,39.1,83.5,29.8
West Bengal,Vijayawada,PM10,52.9,385.4,85.7,93,Moderate,16.1,62.9,29.3
Meghalaya,Sri Ganganagar,SO2,77.6,303.2,92.3,56,Moderate,31.2,35.3,27.9
Himachal Pradesh,Vadodara,SO2,115.0,347.0,128.6,148,Unhealthy for Sensitive Groups,15.4,54.9,25.6
Punjab,Rishikesh,NO2,67.0,333.5,107.9,145,Unhealthy for Sensitive Groups,34.5,77.0,7.3
Rajasthan,Vijayawada,NH3,95.6,361.3,174.4,172,Unhealthy,19.0,68.0,20.5
Haryana,Guwahati,CO,8.7,397.9,203.9,211,Very Unhealthy,39.3,74.6,2.0
Punjab,Rourkela,SO2,110.1,487.9,157.8,163,Unhealthy,24.3,30.1,2.5
Rajasthan,Beed,NO2,26.4,81.2,49.9,32,Good,31.0,93.7,23.7
Arunachal Pradesh,Dharwad,NO2,131.9,345.8,234.2,259,Very Unhealthy,39.3,55.4,26.4
Gujarat,Dungarpur,NO2,143.0,294.3,258.7,242,Very Unhealthy,16.8,44.5,27.5
Nagaland,Nagpur,SO2,11.2,485.8,170.9,193,Unhealthy,35.8,51.0,18.2
Himachal Pradesh,Chhapra,NH3,34.9,388.5,101.0,121,Unhealthy for Sensitive Groups,25.8,69.6,8.2
Himachal Pradesh,Khora,PM2.5,0.8,348.0,29.6,6,Good,31.0,34.1,29.9
Karnataka,Firozabad,SO2,99.2,311.1,123.1,120,Unhealthy for Sensitive Groups,37.8,78.4,26.6
Sikkim,Sirsa,NH3,15.6,124.1,42.1,49,Good,24.4,49.1,28.7
Jammu and Kashmir,Rajamahendravaram,PM2.5,10.3,20.4,16.2,33,Good,31.1,68.6,29.3
Chandigarh,Churu,NO2,21.7,474.6,193.1,163,Unhealthy,18.4,69.5,20.7
Nagaland,Mahad,SO2,91.2,448.1,127.7,101,Unhealthy for Sensitive Groups,38.4,41.3,14.1
Assam,Vatva,OZONE,48.1,260.1,67.4,77,Moderate,31.5,61.6,29.2
Arunachal Pradesh,Howrah,SO2,96.8,454.0,133.6,115,Unhealthy for Sensitive Groups,30.4,84.4,11.0
Chhattisgarh,Noida,PM10,40.4,443.2,213.0,222,Very Unhealthy,17.6,92.0,29.8
Assam,Sivasagar,NO2,34.5,191.4,55.7,62,Moderate,28.2,75.4,18.9
Meghalaya,Baran,SO2,43.0,365.5,178.4,190,Unhealthy,35.6,83.1,20.4
Haryana,Byasanagar,NH3,159.5,239.6,203.1,265,Very Unhealthy,35.9,54.7,5.0
Kerala,Gwalior,CO,56.2,438.2,252.0,222,Very Unhealthy,38.8,90.5,14.4
Puducherry,Katni,PM2.5,120.1,425.9,176.8,157,Unhealthy,25.6,74.8,4.1
Rajasthan,Bhilai,NH3,14.4,300.3,187.0,189,Unhealthy,28.5,87.5,5.5
Uttarakhand,Jodhpur,NH3,193.6,318.5,233.3,261,Very Unhealthy,26.0,64.5,11.0
Uttar Pradesh,Boisar,CO,123.1,457.9,253.1,290,Very Unhealthy,36.0,33.3,13.9
Nagaland,Chamarajanagar,PM2.5,12.0,112.7,17.2,20,Good,28.0,87.0,4.6
Himachal Pradesh,Indore,CO,18.9,499.6,53.2,90,Moderate,29.3,45.6,14.5
Odisha,Vijayapura,NO2,140.7,468.5,247.3,214,Very Unhealthy,38.5,53.2,1.6
Madhya Pradesh,Pratapgarh,CO,120.2,309.9,264.3,289,Very Unhealthy,32.7,32.6,0.7
Chhattisgarh,Pali,OZONE,0.0,288.9,3.0,45,Good,20.0,72.3,6.1
Haryana,Ambala,NO2,23.2,448.0,155.7,170,Unhealthy,20.0,62.4,12.4
Madhya Pradesh,Ballabgarh,CO,72.6,479.8,86.0,79,Moderate,34.5,58.3,3.0
Uttar Pradesh,Mathura,NH3,85.5,364.1,197.6,174,Unhealthy,35.1,42.5,10.2
Madhya Pradesh,Rupnagar,PM2.5,185.3,369.1,193.1,152,Unhealthy,30.3,80.3,23.5
Odisha,Gaya,OZONE,175.2,281.2,261.6,299,Very Unhealthy,31.1,74.2,22.9
Telangana,Bettiah,NO2,144.7,269.8,255.9,269,Very Unhealthy,15.9,36.7,4.3
Delhi,Jhansi,NH3,15.0,344.0,66.1,68,Moderate,25.1,88.4,15.3
Rajasthan,Ambernath,PM2.5,28.3,270.1,105.2,130,Unhealthy for Sensitive Groups,32.5,90.8,29.5
Gujarat,Amaravati,NH3,48.2,478.8,114.4,147,Unhealthy for Sensitive Groups,38.2,45.4,25.4
Gujarat,Udaipur,CO,46.5,392.9,108.8,133,Unhealthy for Sensitive Groups,34.7,41.9,27.8
Tripura,Nagaur,OZONE,32.3,465.1,159.2,168,Unhealthy,20.3,92.7,2.7
Jharkhand,Amritsar,CO,147.6,342.8,195.1,183,Unhealthy,18.4,53.4,26.9
Jharkhand,Sri Ganganagar,PM2.5,107.2,394.9,202.2,275,Very Unhealthy,16.7,51.7,9.6
Uttar Pradesh,Coimbatore,NO2,56.9,338.8,126.7,111,Unhealthy for Sensitive Groups,18.9,66.8,25.1
Puducherry,Gwalior,PM10,0.4,364.6,7.7,18,Good,29.3,79.3,0.8
Chhattisgarh,Visakhapatnam,PM10,1.0,478.7,1.4,11,Good,28.1,85.0,3.4
Chhattisgarh,Jaisalmer,PM10,11.1,161.3,24.0,26,Good,27.7,68.3,10.7
Gujarat,Kannur,CO,153.4,255.2,240.6,227,Very Unhealthy,16.1,53.4,10.3
Andhra Pradesh,Satara,PM2.5,4.8,178.0,87.7,54,Moderate,23.3,54.8,18.3
Rajasthan,Bihar Sharif,PM2.5,58.8,407.8,232.4,242,Very Unhealthy,29.5,32.7,20.4
Arunachal Pradesh,Sri Ganganagar,SO2,24.7,75.5,54.1,54,Moderate,39.9,73.6,24.2
Nagaland,Gummidipoondi,OZONE,97.9,236.3,197.5,157,Unhealthy,23.3,82.8,3.1
Bihar,Naharlagun,PM2.5,220.8,355.3,265.1,247,Very Unhealthy,27.3,60.2,17.1
Assam,Singrauli,NO2,189.9,384.3,258.6,251,Very Unhealthy,30.3,70.9,13.8
Bihar,Korba,SO2,51.0,385.5,127.8,148,Unhealthy for Sensitive Groups,25.4,94.5,2.8
Madhya Pradesh,Arrah,PM2.5,129.0,397.1,160.3,166,Unhealthy,36.5,43.6,2.7
Odisha,Durgapur,PM2.5,19.7,213.7,82.6,61,Moderate,37.8,87.0,10.5
Andhra Pradesh,Ahmednagar,NO2,11.0,43.5,21.9,11,Good,32.2,65.0,16.0
Karnataka,Delhi,CO,21.3,147.7,41.6,35,Good,34.3,50.4,30.0
Assam,Korba,NH3,96.2,170.2,140.8,106,Unhealthy for Sensitive Groups,26.5,55.1,30.0
Rajasthan,Kalaburagi,NH3,15.0,313.9,15.0,48,Good,22.6,52.0,22.4
Odisha,Gurugram,NO2,77.5,429.8,262.2,282,Very Unhealthy,18.5,49.6,7.7
Uttar Pradesh,Gwalior,NH3,81.6,224.1,150.1,375,Hazardous,18.5,59.1,28.7
Jharkhand,Bhilai,PM2.5,56.4,399.1,249.6,279,Very Unhealthy,35.6,89.6,1.7
Puducherry,Bundi,NO2,104.2,345.4,265.7,239,Very Unhealthy,16.8,40.0,15.0
Meghalaya,Gummidipoondi,PM10,8.2,221.0,166.7,155,Unhealthy,28.7,77.2,19.4
Madhya Pradesh,Prayagraj,CO,0.1,100.6,65.2,52,Moderate,21.1,51.4,12.7
Himachal Pradesh,Machilipatnam,CO,47.9,353.5,129.2,132,Unhealthy for Sensitive Groups,28.7,76.2,12.8
Tripura,Bhopal,SO2,6.2,418.2,50.8,419,Hazardous,16.0,71.9,16.9
Karnataka,Baghpat,PM2.5,14.1,312.9,196.1,154,Unhealthy,35.8,92.5,29.1
Maharashtra,Ulhasnagar,NH3,0.5,289.9,21.6,36,Good,18.5,60.1,19.7
Uttarakhand,Bharatpur,PM10,4.2,70.8,14.3,48,Good,18.5,66.2,1.3
Chandigarh,Jhalawar,NO2,162.9,455.2,167.6,195,Unhealthy,26.9,81.6,20.6
Bihar,Ankleshwar,PM10,28.8,222.7,101.4,150,Unhealthy for Sensitive Groups,18.0,64.7,15.1
Delhi,Byrnihat,OZONE,10.2,420.1,81.9,68,Moderate,16.8,53.1,6.3
Jammu and Kashmir,Sri Ganganagar,PM10,53.9,491.9,155.2,180,Unhealthy,21.6,50.4,13.6
Kerala,Gummidipoondi,PM10,35.7,164.6,137.3,137,Unhealthy for Sensitive Groups,25.8,87.4,29.6
Madhya Pradesh,Siwan,NO2,37.8,281.6,124.4,137,Unhealthy for Sensitive Groups,20.3,63.6,20.8
Odisha,Tirumala,NH3,13.0,348.3,174.5,196,Unhealthy,19.1,34.5,5.1
West Bengal,Karnal,PM10,137.5,424.5,213.4,251,Very Unhealthy,25.6,37.9,23.0
Jharkhand,Gaya,SO2,15.3,160.4,30.4,0,Good,30.1,42.6,17.4
Tripura,Gwalior,NO2,67.9,491.0,170.6,169,Unhealthy,30.8,66.6,9.0
Rajasthan,Rohtak,PM2.5,160.5,468.2,193.2,158,Unhealthy,36.6,69.0,17.7
Chandigarh,Beed,CO,18.9,224.1,82.6,66,Moderate,23.4,64.8,18.6
Chandigarh,Hyderabad,CO,235.4,253.5,245.9,232,Very Unhealthy,21.1,88.3,6.0
Rajasthan,Sagar,NH3,74.3,212.1,160.4,199,Unhealthy,24.2,71.8,17.2
Kerala,Chittoor,PM2.5,109.6,289.4,133.0,143,Unhealthy for Sensitive Groups,24.3,39.1,10.9
Delhi,Khurja,CO,3.3,327.9,22.3,17,Good,15.6,65.2,8.2
Punjab,Silchar,NO2,77.9,270.4,85.4,96,Moderate,35.0,80.2,1.6
Bihar,Madikeri,NH3,12.3,119.4,59.5,69,Moderate,29.9,46.0,26.8
Punjab,Satara,SO2,206.7,296.5,243.2,297,Very Unhealthy,25.0,31.5,15.2
Mizoram,Bhilai,NO2,76.4,168.5,140.5,108,Unhealthy for Sensitive Groups,24.7,46.6,24.8
Uttarakhand,Pimpri-Chinchwad,NO2,39.7,241.1,185.8,181,Unhealthy,29.2,87.2,4.9
Odisha,Baghpat,PM2.5,25.0,334.2,60.5,92,Moderate,20.4,31.4,26.8
West Bengal,Firozabad,CO,53.2,269.8,238.6,260,Very Unhealthy,23.9,48.6,21.5
Madhya Pradesh,Khanna,PM10,19.1,184.6,72.0,87,Moderate,38.8,73.7,20.8
Haryana,Amritsar,SO2,98.9,384.2,114.6,149,Unhealthy for Sensitive Groups,22.0,57.0,25.4
Assam,Howrah,NO2,41.9,149.9,115.0,133,Unhealthy for Sensitive Groups,27.8,88.5,10.4
Chhattisgarh,Nandesari,PM10,58.2,92.3,82.2,67,Moderate,36.4,56.4,17.3
Tripura,Vapi,CO,198.3,349.7,246.4,300,Very Unhealthy,28.6,59.2,11.7
Jammu and Kashmir,Motihari,PM10,98.7,149.6,126.2,105,Unhealthy for Sensitive Groups,32.2,37.0,0.0
Uttarakhand,Patna,OZONE,34.6,394.6,49.0,46,Good,24.5,42.5,14.5
West Bengal,Bengaluru,PM10,89.8,362.9,150.0,127,Unhealthy for Sensitive Groups,21.0,88.3,7.6
Delhi,Chamarajanagar,SO2,0.7,98.3,15.8,18,Good,31.2,86.0,3.8
West Bengal,Kadapa,PM10,4.6,446.5,39.9,6,Good,32.3,52.4,2.8
Odisha,Jalna,NH3,32.3,290.1,169.4,165,Unhealthy,37.9,69.8,21.1
Kerala,Delhi,SO2,20.2,396.6,183.5,195,Unhealthy,18.2,33.9,25.3
Rajasthan,Sagar,SO2,25.0,351.6,195.4,157,Unhealthy,17.5,68.1,7.3
Haryana,Karauli,NO2,13.2,352.7,42.1,30,Good,24.4,49.6,10.7
Sikkim,Bettiah,NH3,78.9,232.0,82.3,89,Moderate,37.1,72.1,11.0
Delhi,Hyderabad,PM10,38.4,147.2,94.8,66,Moderate,39.8,90.4,17.5
Sikkim,Chittoor,CO,147.4,491.4,151.6,158,Unhealthy,32.1,44.2,26.4
Meghalaya,Karwar,OZONE,84.5,497.4,202.1,220,Very Unhealthy,35.2,57.1,0.1
Telangana,Jodhpur,PM2.5,128.3,480.6,207.7,251,Very Unhealthy,24.5,32.0,8.7
Puducherry,Ahmedabad,PM10,3.0,323.7,58.5,95,Moderate,37.1,39.4,15.3
